id,value
Finance|Specialty Insurers|Equitable Holdings Inc. Common Stock(EQH)(12.384B),EQH
Finance|Specialty Insurers|Erie Indemnity Company Class A Common Stock(ERIE)(13.373B),ERIE
Finance|Specialty Insurers|FNF Group of Fidelity National Financial Inc. Common Stock(FNF)(11.635B),FNF
Finance|Specialty Insurers|Fanhua Inc. American Depositary Shares(FANH)(0.798B),FANH
Finance|Specialty Insurers|First American Corporation (New) Common Stock(FAF)(6.337B),FAF
Finance|Specialty Insurers|GoHealth Inc. Class A Common Stock(GOCO)(4.570B),GOCO
Finance|Specialty Insurers|Goosehead Insurance Inc. Class A Common Stock(GSHD)(6.201B),GSHD
Finance|Specialty Insurers|Huize Holding Limited American Depositary Shares(HUIZ)(0.582B),HUIZ
Finance|Specialty Insurers|International General Insurance Holdings Ltd. Ordinary Share(IGIC)(0.387B),IGIC
Finance|Specialty Insurers|International General Insurance Holdings Ltd. Warrants expiring 03/17/2025(IGICW)(0.000B),IGICW
Finance|Specialty Insurers|Investors Title Company Common Stock(ITIC)(0.303B),ITIC
Finance|Specialty Insurers|Marsh & McLennan Companies Inc. Common Stock(MMC)(59.807B),MMC
Finance|Specialty Insurers|Reliance Global Group Inc. Common Stock(RELI)(1.491B),RELI
Finance|Specialty Insurers|Reliance Global Group Inc. Series A Warrants(RELIW)(0.000B),RELIW
Finance|Specialty Insurers|SelectQuote Inc. Common Stock(SLQT)(4.566B),SLQT
Finance|Specialty Insurers|Stewart Information Services Corporation Common Stock(STC)(1.474B),STC
Finance|Specialty Insurers|TIAN RUIXIANG Holdings Ltd Class A Ordinary Shares(TIRX)(0.316B),TIRX
Finance|Specialty Insurers|Willis Towers Watson Public Limited Company Ordinary Shares(WLTW)(28.758B),WLTW
Finance|Specialty Insurers|eHealth Inc. Common Stock(EHTH)(1.405B),EHTH
